"","series","year","cong_session","start_date","end_date","middle_date","president","pres_lastname","pres_party","tot_series","tot_series_rep","per_rep_approval","per_rep_approval_w","avg_rep_approval","avg_rep_approval_w","tot_series_dem","per_dem_approval","per_dem_approval_w","avg_dem_approval","avg_dem_approval_w","tot_series_ind","per_ind_approval","per_ind_approval_w","avg_ind_approval","avg_ind_approval_w","avg_inparty_approval","avg_inparty_approval_w","avg_outparty_approval","avg_outparty_approval_w","per_inparty_approval","per_inparty_approval_w","per_outparty_approval_w","avg_approval_diff","avg_approval_diff_w","per_approval_diff","per_approval_diff_w","crisno_during","during_crisis","num_crisis","crisname_during","crisis_closest_pre","crisis_closest_post_start","crisis_closest_post_end","session_startyr","session_endyr","rep_pres","majority_senate","majority_house","divided_leg","divided_gov","pres_support_house","pres_support_senate","nominate_president","nominate_house_median","nominate_senate_median","bicameral_distance","pres_house_distance","pres_senate_distance","nominate_house_dem","nominate_house_rep","polarization_house","nominate_senate_dem","nominate_senate_rep","polarization_senate","polarization_house_lag","polarization_senate_lag","polarization_avg","polarization_avg_lag","election_no","pres_election_date","election_year","perchange_dispinc","unemployment_rate","mid_closest_pre","during_mid","eisenhower","kennedy","johnson","nixon","ford","carter","reagan","bush1","clinton","bush2","obama"
"220","1967-0752",1967,90,2835,2840,1967-10-08,"Lyndon B. Johnson","Johnson","D",1585,431,0.222737819025522,0.222737819025522,-0.470997679814385,-0.470997679814385,657,0.526636225266362,0.526636225266362,0.178082191780822,0.178082191780822,497,0.309859154929577,0.309859154929577,-0.237424547283702,-0.237424547283702,0.178082191780822,0.178082191780822,-0.470997679814385,-0.470997679814385,0.526636225266362,0.526636225266362,0.222737819025522,0.649079871595207,0.649079871595207,0.30389840624084,0.30389840624084,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.9,65.6,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,NA,NA,0,3,3.8,0,1,0,0,1,0,0,0,0,0,0,0,0
"221","1967-0753",1967,90,2856,2861,1967-10-29,"Lyndon B. Johnson","Johnson","D",1648,492,0.197154471544715,0.185038424725455,-0.473577235772358,-0.512337575598461,638,0.603448275862069,0.622944609778802,0.329153605015674,0.339857712154478,518,0.343629343629344,0.331658733627511,-0.142857142857143,-0.180475266168477,0.329153605015674,0.339857712154478,-0.473577235772358,-0.512337575598461,0.603448275862069,0.622944609778802,0.185038424725455,0.802730840788032,0.852195287752939,0.418409851136614,0.437906185053347,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.9,65.6,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,NA,NA,0,3,3.8,0,1,0,0,1,0,0,0,0,0,0,0,0
"222","1967-0754",1967,90,2876,2881,1967-11-18,"Lyndon B. Johnson","Johnson","D",1583,430,0.251162790697674,0.252732491285302,-0.4,-0.384690163579098,663,0.583710407239819,0.573698943197098,0.273001508295626,0.244420409697034,490,0.363265306122449,0.355249590411478,-0.126530612244898,-0.119725000128454,0.273001508295626,0.244420409697034,-0.4,-0.384690163579098,0.583710407239819,0.573698943197098,0.252732491285302,0.673001508295626,0.629110573276132,0.330977915954517,0.320966451911796,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.9,65.6,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,NA,NA,0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0
"223","1967-0755",1967,90,2897,2902,1967-12-09,"Lyndon B. Johnson","Johnson","D",1549,387,0.304909560723514,0.284085546892127,-0.310077519379845,-0.310680790387999,647,0.596599690880989,0.600158626596563,0.343122102009274,0.353587431968456,515,0.370873786407767,0.385168596263071,-0.104854368932039,-0.0699480686372924,0.343122102009274,0.353587431968456,-0.310077519379845,-0.310680790387999,0.596599690880989,0.600158626596563,0.284085546892127,0.653199621389118,0.664268222356455,0.312514143988862,0.316073079704436,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.9,65.6,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,NA,NA,0,3,3.9,0,1,0,0,1,0,0,0,0,0,0,0,0
"224","1968-0756",1968,90,2925,2930,1968-01-06,"Lyndon B. Johnson","Johnson","D",1502,380,0.271052631578947,0.271637786218995,-0.326315789473684,-0.293368809474142,696,0.650862068965517,0.669033806385665,0.422413793103448,0.429763588240777,426,0.382629107981221,0.37584353808506,-0.0868544600938967,-0.100153150273041,0.422413793103448,0.429763588240777,-0.326315789473684,-0.293368809474142,0.650862068965517,0.669033806385665,0.271637786218995,0.748729582577133,0.723132397714919,0.379224282746523,0.397396020166671,NA,0,0,NA,1,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,6.8,3.8,0,1,0,0,1,0,0,0,0,0,0,0,0
"225","1968-0757",1968,90,2954,2958,1968-02-04,"Lyndon B. Johnson","Johnson","D",1500,410,0.231707317073171,0.234477374248388,-0.439024390243902,-0.418381196623895,614,0.552117263843648,0.571797869298668,0.229641693811075,0.259419704396096,476,0.357142857142857,0.345519931376481,-0.149159663865546,-0.161374638874491,0.229641693811075,0.259419704396096,-0.439024390243902,-0.418381196623895,0.552117263843648,0.571797869298668,0.234477374248388,0.668666084054977,0.677800901019991,0.31763988959526,0.33732049505028,NA,0,0,NA,0,1,1,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,6.8,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0
"226","1968-0758",1968,90,2974,2979,1968-02-24,"Lyndon B. Johnson","Johnson","D",1501,391,0.225063938618926,0.219116674359802,-0.452685421994885,-0.406046718587656,661,0.552193645990923,0.555800886630291,0.202723146747353,0.190392925591404,449,0.356347438752784,0.372999866714987,-0.187082405345212,-0.157393007342162,0.202723146747353,0.190392925591404,-0.452685421994885,-0.406046718587656,0.552193645990923,0.555800886630291,0.219116674359802,0.655408568742237,0.59643964417906,0.333076971631121,0.336684212270489,NA,0,0,NA,1,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,6.8,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0
"227","1968-0760",1968,90,3016,3021,1968-04-06,"Lyndon B. Johnson","Johnson","D",1504,424,0.379716981132075,0.37700461012856,-0.134433962264151,-0.096468827001891,636,0.641509433962264,0.671955276257212,0.383647798742138,0.426532666966225,444,0.371621621621622,0.371670204709779,-0.119369369369369,-0.111183394787011,0.383647798742138,0.426532666966225,-0.134433962264151,-0.096468827001891,0.641509433962264,0.671955276257212,0.37700461012856,0.518081761006289,0.523001493968116,0.264504823833704,0.294950666128652,NA,0,0,NA,0,1,1,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,6.7,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0
"228","1968-0761",1968,90,3044,3049,1968-05-04,"Lyndon B. Johnson","Johnson","D",1507,384,0.268229166666667,0.222578752785921,-0.3671875,-0.414583498922487,632,0.629746835443038,0.647209101085421,0.352848101265823,0.373761397373827,491,0.389002036659878,0.404578140456905,-0.0957230142566191,-0.0612127704435842,0.352848101265823,0.373761397373827,-0.3671875,-0.414583498922487,0.629746835443038,0.647209101085421,0.222578752785921,0.720035601265823,0.788344896296314,0.407168082657117,0.4246303482995,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,6.7,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0
"229","1968-0762",1968,90,3065,3070,1968-05-25,"Lyndon B. Johnson","Johnson","D",1570,397,0.26448362720403,0.250404238700867,-0.395465994962217,-0.418162743450712,723,0.549100968188105,0.542538252444023,0.240663900414938,0.246546721639805,450,0.346666666666667,0.33517710659239,-0.168888888888889,-0.175206213129891,0.240663900414938,0.246546721639805,-0.395465994962217,-0.418162743450712,0.549100968188105,0.542538252444023,0.250404238700867,0.636129895377154,0.664709465090517,0.298696729487238,0.292134013743157,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,6.7,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0
"230","1968-0763",1968,90,3086,3091,1968-06-15,"Lyndon B. Johnson","Johnson","D",1536,427,0.245901639344262,0.234036739802193,-0.402810304449649,-0.390436292183204,714,0.558823529411765,0.561871293462625,0.238095238095238,0.247627109163949,395,0.412658227848101,0.388009328857253,-0.0455696202531646,-0.108253387484369,0.238095238095238,0.247627109163949,-0.402810304449649,-0.390436292183204,0.558823529411765,0.561871293462625,0.234036739802193,0.640905542544887,0.638063401347153,0.324786789609572,0.327834553660432,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,6.7,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0
"231","1968-0764",1968,90,3099,3104,1968-06-28,"Lyndon B. Johnson","Johnson","D",1536,414,0.277777777777778,0.279283345465499,-0.357487922705314,-0.343553569581774,642,0.517133956386293,0.528239006426104,0.161993769470405,0.169548896614265,480,0.327083333333333,0.316472434811294,-0.179166666666667,-0.176377949801584,0.161993769470405,0.169548896614265,-0.357487922705314,-0.343553569581774,0.517133956386293,0.528239006426104,0.279283345465499,0.519481692175719,0.513102466196038,0.237850610920794,0.248955660960605,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,6.7,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0
"232","1968-0765",1968,90,3121,3126,1968-07-20,"Lyndon B. Johnson","Johnson","D",1526,435,0.262068965517241,0.258267794326804,-0.36551724137931,-0.359376886315729,627,0.548644338118022,0.554317407725911,0.205741626794258,0.188330673334891,464,0.34051724137931,0.313218388128383,-0.157327586206897,-0.183397608841288,0.205741626794258,0.188330673334891,-0.36551724137931,-0.359376886315729,0.548644338118022,0.554317407725911,0.258267794326804,0.571258868173569,0.547707559650621,0.290376543791218,0.296049613399107,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,1.3,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0
"233","1968-0766",1968,90,3141,3146,1968-08-09,"Lyndon B. Johnson","Johnson","D",1526,460,0.21304347826087,0.212599316887234,-0.460869565217391,-0.457825261613597,602,0.503322259136213,0.49298341646543,0.151162790697674,0.128674301198155,464,0.295258620689655,0.2890214765894,-0.286637931034483,-0.286934678924495,0.151162790697674,0.128674301198155,-0.460869565217391,-0.457825261613597,0.503322259136213,0.49298341646543,0.212599316887234,0.612032355915066,0.586499562811752,0.290722942248979,0.280384099578196,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,1.3,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0
"234","1968-0769",1968,90,3191,3196,1968-09-28,"Lyndon B. Johnson","Johnson","D",1500,450,0.268888888888889,0.27725465118885,-0.397777777777778,-0.376647828552458,552,0.581521739130435,0.582541817880195,0.239130434782609,0.231140311375476,498,0.343373493975904,0.358307045267289,-0.210843373493976,-0.190025637307799,0.239130434782609,0.231140311375476,-0.397777777777778,-0.376647828552458,0.581521739130435,0.582541817880195,0.27725465118885,0.636908212560386,0.607788139927934,0.304267087941584,0.305287166691345,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,1.3,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0
"235","1968-0771",1968,90,3235,3240,1968-11-11,"Lyndon B. Johnson","Johnson","D",1530,420,0.271428571428571,0.287026736282167,-0.347619047619048,-0.302909638839109,627,0.604465709728868,0.598078669543472,0.32695374800638,0.321457785710193,483,0.32712215320911,0.336401846344673,-0.202898550724638,-0.187437978281985,0.32695374800638,0.321457785710193,-0.347619047619048,-0.302909638839109,0.604465709728868,0.598078669543472,0.287026736282167,0.674572795625427,0.624367424549302,0.317438973446701,0.311051933261305,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,3.1,3.4,0,1,0,0,1,0,0,0,0,0,0,0,0
"236","1968-0772",1968,90,3261,3266,1968-12-07,"Lyndon B. Johnson","Johnson","D",1497,413,0.2590799031477,0.248609062834456,-0.372881355932203,-0.3405603600472,600,0.61,0.620429079929988,0.35,0.336000635226568,484,0.386363636363636,0.382626131792699,-0.101239669421488,-0.104616765148384,0.35,0.336000635226568,-0.372881355932203,-0.3405603600472,0.61,0.620429079929988,0.248609062834456,0.722881355932203,0.676560995273767,0.361390937165544,0.371820017095532,NA,0,0,NA,0,0,0,1967,1969,0,"D","D",0,0,60.4,56,-0.337,-0.068,-0.186,0.118,0.269,0.151,-0.308999985456467,0.200000002980232,0.508999988436699,-0.298000007867813,0.261000007390976,0.559000015258789,0.502000018954277,0.596500009298325,0.534000001847744,0.549250014126301,46,1968-11-05,1,3.1,3.4,0,1,0,0,1,0,0,0,0,0,0,0,0
"237","1969-0774",1969,91,3310,3315,1969-01-25,"Richard Nixon","Nixon","R",1503,425,0.807058823529412,0.866074417198405,0.795294117647059,0.855302347295425,604,0.461920529801325,0.458570936756418,0.394039735099338,0.388079866668246,474,0.571729957805907,0.523490778630293,0.508438818565401,0.456847118551721,0.795294117647059,0.855302347295425,0.394039735099338,0.388079866668246,0.807058823529412,0.866074417198405,0.458570936756418,0.401254382547721,0.467222480627178,0.348487886772993,0.407503480441987,NA,0,0,NA,0,0,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,1,3.4,0,1,0,0,0,1,0,0,0,0,0,0,0
"238","1969-0775",1969,91,3338,3343,1969-02-22,"Richard Nixon","Nixon","R",1575,435,0.779310344827586,0.740316371191507,0.758620689655172,0.712669701959895,656,0.533536585365854,0.534366476781121,0.455792682926829,0.461714363452501,484,0.568181818181818,0.546650054225744,0.489669421487603,0.464744574398049,0.758620689655172,0.712669701959895,0.455792682926829,0.461714363452501,0.779310344827586,0.740316371191507,0.534366476781121,0.302828006728343,0.250955338507394,0.244943868046465,0.205949894410386,230,1,1,"VIETNAM SPRING OFF.",1,0,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,1,3.4,0,1,0,0,0,1,0,0,0,0,0,0,0
"239","1969-0776",1969,91,3358,3363,1969-03-14,"Richard Nixon","Nixon","R",1634,457,0.822757111597374,0.780985210539215,0.794310722100656,0.75731899206174,691,0.573082489146165,0.599154673894131,0.447178002894356,0.480826321714349,486,0.639917695473251,0.617772060411948,0.553497942386831,0.528755913484734,0.794310722100656,0.75731899206174,0.447178002894356,0.480826321714349,0.822757111597374,0.780985210539215,0.599154673894131,0.3471327192063,0.276492670347391,0.223602437703243,0.181830536645083,230,1,1,"VIETNAM SPRING OFF.",0,1,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,1,3.4,0,1,0,0,0,1,0,0,0,0,0,0,0
"240","1969-0777",1969,91,3373,3378,1969-03-29,"Richard Nixon","Nixon","R",1502,412,0.851941747572815,0.808738186521438,0.837378640776699,0.796119576518975,620,0.516129032258065,0.50540308413967,0.364516129032258,0.355230523693946,470,0.6,0.621450677831122,0.487234042553191,0.504802977785151,0.837378640776699,0.796119576518975,0.364516129032258,0.355230523693946,0.851941747572815,0.808738186521438,0.50540308413967,0.472862511744441,0.440889052825029,0.346538663433145,0.303335102381768,NA,0,0,NA,0,0,1,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,1,3.4,0,1,0,0,0,1,0,0,0,0,0,0,0
"241","1969-0778",1969,91,3387,3392,1969-04-12,"Richard Nixon","Nixon","R",1607,481,0.85031185031185,0.820957533534996,0.819126819126819,0.794237254563092,657,0.458143074581431,0.451957396902087,0.272450532724505,0.2691507482819,469,0.567164179104478,0.566033380372184,0.44136460554371,0.446967927631793,0.819126819126819,0.794237254563092,0.272450532724505,0.2691507482819,0.85031185031185,0.820957533534996,0.451957396902087,0.546676286402314,0.525086506281192,0.398354453409763,0.369000136632908,NA,0,0,NA,1,0,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,4,3.4,0,1,0,0,0,1,0,0,0,0,0,0,0
"242","1969-0779",1969,91,3408,3413,1969-05-03,"Richard Nixon","Nixon","R",1481,457,0.840262582056893,0.77887634616712,0.783369803063457,0.723462218724403,581,0.48881239242685,0.493182907980609,0.259896729776248,0.259102640638253,443,0.618510158013544,0.617174207356929,0.489841986455982,0.47531941573453,0.783369803063457,0.723462218724403,0.259896729776248,0.259102640638253,0.840262582056893,0.77887634616712,0.493182907980609,0.523473073287209,0.46435957808615,0.347079674076284,0.285693438186511,NA,0,0,NA,0,1,1,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,4,3.4,0,1,0,0,0,1,0,0,0,0,0,0,0
"243","1969-0780",1969,91,3422,3427,1969-05-17,"Richard Nixon","Nixon","R",1523,423,0.822695035460993,0.774533181889401,0.770685579196217,0.72252881104219,646,0.543343653250774,0.515857597807243,0.368421052631579,0.363708587438329,454,0.618942731277533,0.646389127040224,0.504405286343612,0.526801983034033,0.770685579196217,0.72252881104219,0.368421052631579,0.363708587438329,0.822695035460993,0.774533181889401,0.515857597807243,0.402264526564639,0.358820223603861,0.306837437653749,0.258675584082158,NA,0,0,NA,0,0,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,4,3.4,0,1,0,0,0,1,0,0,0,0,0,0,0
"244","1969-0781",1969,91,3429,3434,1969-05-24,"Richard Nixon","Nixon","R",1539,435,0.818390804597701,0.776619010067534,0.770114942528736,0.733473509413072,606,0.5,0.495532481878898,0.272277227722772,0.271768595617596,498,0.590361445783133,0.564367838592893,0.443775100401606,0.425866883023676,0.770114942528736,0.733473509413072,0.272277227722772,0.271768595617596,0.818390804597701,0.776619010067534,0.495532481878898,0.497837714805963,0.461704913795476,0.322858322718804,0.281086528188637,NA,0,0,NA,0,0,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,4,3.4,0,1,0,0,0,1,0,0,0,0,0,0,0
"245","1969-0783",1969,91,3457,3462,1969-06-21,"Richard Nixon","Nixon","R",1551,433,0.842956120092379,0.837522848924368,0.808314087759815,0.801500360836333,618,0.524271844660194,0.52055555500066,0.284789644012945,0.291037878365193,500,0.602,0.592714019179344,0.422,0.4191891913414,0.808314087759815,0.801500360836333,0.284789644012945,0.291037878365193,0.842956120092379,0.837522848924368,0.52055555500066,0.52352444374687,0.51046248247114,0.322400565091719,0.316967293923708,NA,0,0,NA,0,0,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,4,3.4,0,1,0,0,0,1,0,0,0,0,0,0,0
"246","1969-0784",1969,91,3478,3483,1969-07-12,"Richard Nixon","Nixon","R",1517,432,0.798611111111111,0.759108169211282,0.729166666666667,0.693147371074668,587,0.466780238500852,0.455815723340394,0.146507666098807,0.121770264952106,498,0.55421686746988,0.560552294115465,0.307228915662651,0.327797016226144,0.729166666666667,0.693147371074668,0.146507666098807,0.121770264952106,0.798611111111111,0.759108169211282,0.455815723340394,0.582659000567859,0.571377106122562,0.342795387770718,0.303292445870888,NA,0,0,NA,0,0,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,8.4,3.5,0,1,0,0,0,1,0,0,0,0,0,0,0
"247","1969-0785",1969,91,3492,3497,1969-07-26,"Richard Nixon","Nixon","R",1554,444,0.833333333333333,0.790875062480703,0.761261261261261,0.691134128753129,660,0.512121212121212,0.515776936213175,0.221212121212121,0.215528337160746,450,0.651111111111111,0.632216458850437,0.495555555555556,0.46123967912462,0.761261261261261,0.691134128753129,0.221212121212121,0.215528337160746,0.833333333333333,0.790875062480703,0.515776936213175,0.54004914004914,0.475605791592383,0.317556397120158,0.275098126267528,NA,0,0,NA,0,0,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,8.4,3.5,0,1,0,0,0,1,0,0,0,0,0,0,0
"248","1969-0786",1969,91,3513,3518,1969-08-16,"Richard Nixon","Nixon","R",1573,399,0.802005012531328,0.726717771444106,0.711779448621554,0.649232516462044,660,0.501515151515151,0.501791736980279,0.224242424242424,0.224280324036425,514,0.605058365758755,0.581440911624682,0.443579766536965,0.4246888162445,0.711779448621554,0.649232516462044,0.224242424242424,0.224280324036425,0.802005012531328,0.726717771444106,0.501791736980279,0.48753702437913,0.424952192425619,0.300213275551049,0.224926034463826,NA,0,0,NA,0,0,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,8.4,3.5,0,1,0,0,0,1,0,0,0,0,0,0,0
"249","1969-0787",1969,91,3541,3546,1969-09-13,"Richard Nixon","Nixon","R",1606,465,0.834408602150538,0.754943028060339,0.761290322580645,0.664107636867031,646,0.473684210526316,0.456965762395239,0.148606811145511,0.133675199359563,495,0.577777777777778,0.524306770406588,0.371717171717172,0.319514252681925,0.761290322580645,0.664107636867031,0.148606811145511,0.133675199359563,0.834408602150538,0.754943028060339,0.456965762395239,0.612683511435134,0.530432437507468,0.377442839755299,0.2979772656651,NA,0,0,NA,0,0,0,1969,1971,1,"D","D",0,1,53.4,59.9,0.552,-0.068,-0.092,0.024,0.62,0.644,-0.321000009775162,0.193000003695488,0.51400001347065,-0.320500001311302,0.254999995231628,0.575499996542931,0.508999988436699,0.559000015258789,0.54475000500679,0.534000001847744,NA,NA,0,8.4,3.5,0,1,0,0,0,1,0,0,0,0,0,0,0
